,Sexo,Comunidades y Ciudades Autónomas,Edad,Periodo,Total,Total2,Total3
12164,Ambos sexos,Melilla,De 25 a 54 años,2018T4,20,14,20.14
12165,Ambos sexos,Melilla,De 25 a 54 años,2018T3,22,31,22.31
12166,Ambos sexos,Melilla,De 25 a 54 años,2018T2,24,25,24.25
12167,Ambos sexos,Melilla,De 25 a 54 años,2018T1,23,39,23.39
12168,Ambos sexos,Melilla,De 25 a 54 años,2017T4,21,48,21.48
12169,Ambos sexos,Melilla,De 25 a 54 años,2017T3,25,32,25.32
12170,Ambos sexos,Melilla,De 25 a 54 años,2017T2,27,96,27.96
12171,Ambos sexos,Melilla,De 25 a 54 años,2017T1,28,52,28.52
12172,Ambos sexos,Melilla,De 25 a 54 años,2016T4,24,47,24.47
12173,Ambos sexos,Melilla,De 25 a 54 años,2016T3,28,3,28.3
12174,Ambos sexos,Melilla,De 25 a 54 años,2016T2,29,39,29.39
12175,Ambos sexos,Melilla,De 25 a 54 años,2016T1,27,78,27.78
12176,Ambos sexos,Melilla,De 25 a 54 años,2015T4,31,23,31.23
12177,Ambos sexos,Melilla,De 25 a 54 años,2015T3,29,6,29.6
12178,Ambos sexos,Melilla,De 25 a 54 años,2015T2,34,91,34.91
12179,Ambos sexos,Melilla,De 25 a 54 años,2015T1,34,85,34.85
12180,Ambos sexos,Melilla,De 25 a 54 años,2014T4,26,81,26.81
12181,Ambos sexos,Melilla,De 25 a 54 años,2014T3,29,47,29.47
12182,Ambos sexos,Melilla,De 25 a 54 años,2014T2,28,81,28.81
12183,Ambos sexos,Melilla,De 25 a 54 años,2014T1,22,85,22.85
12184,Ambos sexos,Melilla,De 25 a 54 años,2013T4,31,9,31.9
12185,Ambos sexos,Melilla,De 25 a 54 años,2013T3,37,21,37.21
12186,Ambos sexos,Melilla,De 25 a 54 años,2013T2,26,76,26.76
12187,Ambos sexos,Melilla,De 25 a 54 años,2013T1,28,81,28.81
12188,Ambos sexos,Melilla,De 25 a 54 años,2012T4,27,34,27.34
12189,Ambos sexos,Melilla,De 25 a 54 años,2012T3,27,32,27.32
12190,Ambos sexos,Melilla,De 25 a 54 años,2012T2,24,12,24.12
12191,Ambos sexos,Melilla,De 25 a 54 años,2012T1,19,31,19.31
12192,Ambos sexos,Melilla,De 25 a 54 años,2011T4,21,23,21.23
12193,Ambos sexos,Melilla,De 25 a 54 años,2011T3,18,95,18.95
12194,Ambos sexos,Melilla,De 25 a 54 años,2011T2,19,44,19.44
12195,Ambos sexos,Melilla,De 25 a 54 años,2011T1,20,53,20.53
12196,Ambos sexos,Melilla,De 25 a 54 años,2010T4,24,4,24.4
12197,Ambos sexos,Melilla,De 25 a 54 años,2010T3,22,23,22.23
12198,Ambos sexos,Melilla,De 25 a 54 años,2010T2,20,97,20.97
12199,Ambos sexos,Melilla,De 25 a 54 años,2010T1,16,27,16.27
12200,Ambos sexos,Melilla,De 25 a 54 años,2009T4,21,3,21.3
12201,Ambos sexos,Melilla,De 25 a 54 años,2009T3,20,2,20.2
12202,Ambos sexos,Melilla,De 25 a 54 años,2009T2,25,43,25.43
12203,Ambos sexos,Melilla,De 25 a 54 años,2009T1,25,78,25.78
12204,Ambos sexos,Melilla,De 25 a 54 años,2008T4,15,53,15.53
12205,Ambos sexos,Melilla,De 25 a 54 años,2008T3,19,77,19.77
12206,Ambos sexos,Melilla,De 25 a 54 años,2008T2,14,67,14.67
12207,Ambos sexos,Melilla,De 25 a 54 años,2008T1,20,57,20.57
12208,Ambos sexos,Melilla,De 25 a 54 años,2007T4,15,62,15.62
12209,Ambos sexos,Melilla,De 25 a 54 años,2007T3,16,78,16.78
12210,Ambos sexos,Melilla,De 25 a 54 años,2007T2,18,36,18.36
12211,Ambos sexos,Melilla,De 25 a 54 años,2007T1,15,67,15.67
12212,Ambos sexos,Melilla,De 25 a 54 años,2006T4,8,19,8.19
12213,Ambos sexos,Melilla,De 25 a 54 años,2006T3,13,69,13.69
12214,Ambos sexos,Melilla,De 25 a 54 años,2006T2,12,9,12.9
12215,Ambos sexos,Melilla,De 25 a 54 años,2006T1,15,46,15.46
12216,Ambos sexos,Melilla,De 25 a 54 años,2005T4,10,76,10.76
12217,Ambos sexos,Melilla,De 25 a 54 años,2005T3,10,6,10.6
12218,Ambos sexos,Melilla,De 25 a 54 años,2005T2,10,83,10.83
12219,Ambos sexos,Melilla,De 25 a 54 años,2005T1,13,61,13.61
12220,Ambos sexos,Melilla,De 25 a 54 años,2004T4,12,9,12.9
12221,Ambos sexos,Melilla,De 25 a 54 años,2004T3,16,88,16.88
12222,Ambos sexos,Melilla,De 25 a 54 años,2004T2,16,51,16.51
12223,Ambos sexos,Melilla,De 25 a 54 años,2004T1,18,88,18.88
12224,Ambos sexos,Melilla,De 25 a 54 años,2003T4,19,46,19.46
12225,Ambos sexos,Melilla,De 25 a 54 años,2003T3,6,56,6.56
12226,Ambos sexos,Melilla,De 25 a 54 años,2003T2,4,29,4.29
12227,Ambos sexos,Melilla,De 25 a 54 años,2003T1,1,2,1.2
12228,Ambos sexos,Melilla,De 25 a 54 años,2002T4,3,8,3.8
12229,Ambos sexos,Melilla,De 25 a 54 años,2002T3,3,15,3.15
12230,Ambos sexos,Melilla,De 25 a 54 años,2002T2,0,51,0.51
12231,Ambos sexos,Melilla,De 25 a 54 años,2002T1,7,78,7.78
12232,Ambos sexos,Melilla,55 y más años,2023T4,19,84,19.84
12233,Ambos sexos,Melilla,55 y más años,2023T3,17,88,17.88
12234,Ambos sexos,Melilla,55 y más años,2023T2,14,79,14.79
12235,Ambos sexos,Melilla,55 y más años,2023T1,24,52,24.52
12236,Ambos sexos,Melilla,55 y más años,2022T4,16,4,16.4
12237,Ambos sexos,Melilla,55 y más años,2022T3,12,51,12.51
12238,Ambos sexos,Melilla,55 y más años,2022T2,14,7,14.7
12239,Ambos sexos,Melilla,55 y más años,2022T1,7,2,7.2
12240,Ambos sexos,Melilla,55 y más años,2021T4,7,57,7.57
12241,Ambos sexos,Melilla,55 y más años,2021T3,10,74,10.74
12242,Ambos sexos,Melilla,55 y más años,2021T2,9,83,9.83
12243,Ambos sexos,Melilla,55 y más años,2021T1,11,48,11.48
12244,Ambos sexos,Melilla,55 y más años,2020T4,12,46,12.46
12245,Ambos sexos,Melilla,55 y más años,2020T3,16,72,16.72
12246,Ambos sexos,Melilla,55 y más años,2020T2,11,73,11.73
12247,Ambos sexos,Melilla,55 y más años,2020T1,20,11,20.11
12248,Ambos sexos,Melilla,55 y más años,2019T4,17,68,17.68
12249,Ambos sexos,Melilla,55 y más años,2019T3,19,76,19.76
12250,Ambos sexos,Melilla,55 y más años,2019T2,16,51,16.51
12251,Ambos sexos,Melilla,55 y más años,2019T1,16,3,16.3
12252,Ambos sexos,Melilla,55 y más años,2018T4,21,66,21.66
12253,Ambos sexos,Melilla,55 y más años,2018T3,15,61,15.61
12254,Ambos sexos,Melilla,55 y más años,2018T2,17,93,17.93
12255,Ambos sexos,Melilla,55 y más años,2018T1,21,17,21.17
12256,Ambos sexos,Melilla,55 y más años,2017T4,13,95,13.95
12257,Ambos sexos,Melilla,55 y más años,2017T3,17,81,17.81
12258,Ambos sexos,Melilla,55 y más años,2017T2,19,88,19.88
12259,Ambos sexos,Melilla,55 y más años,2017T1,13,7,13.7
12260,Ambos sexos,Melilla,55 y más años,2016T4,18,87,18.87
12261,Ambos sexos,Melilla,55 y más años,2016T3,25,39,25.39
12262,Ambos sexos,Melilla,55 y más años,2016T2,24,1,24.1
12263,Ambos sexos,Melilla,55 y más años,2016T1,21,58,21.58
12264,Ambos sexos,Melilla,55 y más años,2015T4,19,56,19.56
12265,Ambos sexos,Melilla,55 y más años,2015T3,22,62,22.62
12266,Ambos sexos,Melilla,55 y más años,2015T2,20,36,20.36
12267,Ambos sexos,Melilla,55 y más años,2015T1,14,17,14.17
12268,Ambos sexos,Melilla,55 y más años,2014T4,21,4,21.4
12269,Ambos sexos,Melilla,55 y más años,2014T3,22,96,22.96
12270,Ambos sexos,Melilla,55 y más años,2014T2,20,53,20.53
12271,Ambos sexos,Melilla,55 y más años,2014T1,22,55,22.55
12272,Ambos sexos,Melilla,55 y más años,2013T4,22,91,22.91
12273,Ambos sexos,Melilla,55 y más años,2013T3,34,71,34.71
12274,Ambos sexos,Melilla,55 y más años,2013T2,13,17,13.17
12275,Ambos sexos,Melilla,55 y más años,2013T1,20,93,20.93
12276,Ambos sexos,Melilla,55 y más años,2012T4,5,1,5.1
12277,Ambos sexos,Melilla,55 y más años,2012T3,22,34,22.34
12278,Ambos sexos,Melilla,55 y más años,2012T2,23,76,23.76
12279,Ambos sexos,Melilla,55 y más años,2012T1,12,49,12.49
12280,Ambos sexos,Melilla,55 y más años,2011T4,22,19,22.19
12281,Ambos sexos,Melilla,55 y más años,2011T3,14,4,14.4
12282,Ambos sexos,Melilla,55 y más años,2011T2,14,13,14.13
12283,Ambos sexos,Melilla,55 y más años,2011T1,3,19,3.19
12284,Ambos sexos,Melilla,55 y más años,2010T4,8,84,8.84
12286,Ambos sexos,Melilla,55 y más años,2010T2,3,61,3.61
12288,Ambos sexos,Melilla,55 y más años,2009T4,2,9,2.9
12290,Ambos sexos,Melilla,55 y más años,2009T2,18,2,18.2
12291,Ambos sexos,Melilla,55 y más años,2009T1,21,33,21.33
12292,Ambos sexos,Melilla,55 y más años,2008T4,15,6,15.6
12293,Ambos sexos,Melilla,55 y más años,2008T3,23,5,23.5
12294,Ambos sexos,Melilla,55 y más años,2008T2,25,96,25.96
12295,Ambos sexos,Melilla,55 y más años,2008T1,12,68,12.68
12296,Ambos sexos,Melilla,55 y más años,2007T4,8,63,8.63
12297,Ambos sexos,Melilla,55 y más años,2007T3,4,46,4.46
12298,Ambos sexos,Melilla,55 y más años,2007T2,24,67,24.67
12299,Ambos sexos,Melilla,55 y más años,2007T1,6,7,6.7
12300,Ambos sexos,Melilla,55 y más años,2006T4,3,17,3.17
12302,Ambos sexos,Melilla,55 y más años,2006T2,0,44,0.44
12303,Ambos sexos,Melilla,55 y más años,2006T1,5,68,5.68
12307,Ambos sexos,Melilla,55 y más años,2005T1,2,71,2.71
12308,Ambos sexos,Melilla,55 y más años,2004T4,0,,0.
12309,Ambos sexos,Melilla,55 y más años,2004T3,8,42,8.42
12310,Ambos sexos,Melilla,55 y más años,2004T2,7,4,7.4
12311,Ambos sexos,Melilla,55 y más años,2004T1,3,47,3.47
12312,Ambos sexos,Melilla,55 y más años,2003T4,8,45,8.45
12313,Ambos sexos,Melilla,55 y más años,2003T3,4,13,4.13
12314,Ambos sexos,Melilla,55 y más años,2003T2,0,,0.
12315,Ambos sexos,Melilla,55 y más años,2003T1,0,,0.
12316,Ambos sexos,Melilla,55 y más años,2002T4,0,,0.
12317,Ambos sexos,Melilla,55 y más años,2002T3,0,,0.
12318,Ambos sexos,Melilla,55 y más años,2002T2,0,,0.
12319,Ambos sexos,Melilla,55 y más años,2002T1,5,3,5.3
12320,Hombres,Total Nacional,Total,2023T4,10,3,10.3
12321,Hombres,Total Nacional,Total,2023T3,10,26,10.26
12322,Hombres,Total Nacional,Total,2023T2,10,19,10.19
12323,Hombres,Total Nacional,Total,2023T1,11,57,11.57
12324,Hombres,Total Nacional,Total,2022T4,11,32,11.32
12325,Hombres,Total Nacional,Total,2022T3,10,74,10.74
12326,Hombres,Total Nacional,Total,2022T2,10,99,10.99
12327,Hombres,Total Nacional,Total,2022T1,12,4,12.4
12328,Hombres,Total Nacional,Total,2021T4,11,79,11.79
12329,Hombres,Total Nacional,Total,2021T3,12,97,12.97
12330,Hombres,Total Nacional,Total,2021T2,13,39,13.39
12331,Hombres,Total Nacional,Total,2021T1,14,7,14.7
12332,Hombres,Total Nacional,Total,2020T4,14,17,14.17
12333,Hombres,Total Nacional,Total,2020T3,14,39,14.39
12334,Hombres,Total Nacional,Total,2020T2,14,13,14.13
12335,Hombres,Total Nacional,Total,2020T1,12,79,12.79
12336,Hombres,Total Nacional,Total,2019T4,12,23,12.23
12337,Hombres,Total Nacional,Total,2019T3,12,17,12.17
12338,Hombres,Total Nacional,Total,2019T2,12,49,12.49
12339,Hombres,Total Nacional,Total,2019T1,12,9,12.9
12340,Hombres,Total Nacional,Total,2018T4,12,87,12.87
12341,Hombres,Total Nacional,Total,2018T3,13,12,13.12
12342,Hombres,Total Nacional,Total,2018T2,13,72,13.72
12343,Hombres,Total Nacional,Total,2018T1,15,18,15.18
12344,Hombres,Total Nacional,Total,2017T4,14,97,14.97
12345,Hombres,Total Nacional,Total,2017T3,14,8,14.8
12346,Hombres,Total Nacional,Total,2017T2,15,64,15.64
12347,Hombres,Total Nacional,Total,2017T1,17,22,17.22
12348,Hombres,Total Nacional,Total,2016T4,17,22,17.22
12349,Hombres,Total Nacional,Total,2016T3,17,39,17.39
12350,Hombres,Total Nacional,Total,2016T2,18,41,18.41
12351,Hombres,Total Nacional,Total,2016T1,19,45,19.45
12352,Hombres,Total Nacional,Total,2015T4,19,49,19.49
12353,Hombres,Total Nacional,Total,2015T3,19,9,19.9
12354,Hombres,Total Nacional,Total,2015T2,20,96,20.96
12355,Hombres,Total Nacional,Total,2015T1,22,74,22.74
12356,Hombres,Total Nacional,Total,2014T4,22,8,22.8
12357,Hombres,Total Nacional,Total,2014T3,22,53,22.53
12358,Hombres,Total Nacional,Total,2014T2,23,7,23.7
12359,Hombres,Total Nacional,Total,2014T1,25,37,25.37
12360,Hombres,Total Nacional,Total,2013T4,25,4,25.4
12361,Hombres,Total Nacional,Total,2013T3,25,19,25.19
12362,Hombres,Total Nacional,Total,2013T2,25,5,25.5
12363,Hombres,Total Nacional,Total,2013T1,26,66,26.66
12364,Hombres,Total Nacional,Total,2012T4,25,4,25.4
12365,Hombres,Total Nacional,Total,2012T3,24,54,24.54
